,symbol,stock_return_100,market_return_100,sentiment,market_cap,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,gross_profit,diluted_eps,quarterly_earnings_growth,quarterly_revenue_growth,trailing_pe,forward_pe,price_to_sales_ratio,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,outperformed
2083,DHX,-0.2601156069364163,0.09360718955319823,0.15013474999999998,185343000,20986000,42.67,1.642,2.375,0,0,0.09,3.381,0.0279,0.0234,0.0098,0.0375,149680000,132073000,0.09,604.55,0.178,42.67,40.98,1.653,2.327,1.941,14.57,1.279,False
2084,DIBS,-0.2335216572504707,0.09360718955319823,0.02296630000000001,159822000,-34691000,None,None,3.77,0,0,-0.59,2.517,-0.233,-0.36,-0.112,-0.148,96849000,67237000,-0.59,0,-0.148,-,-,1.989,1.413,0.794,-4.23,None,False
2085,DICE,-0.1592977893368011,0.09360718955319823,0.1667127755102041,1366924000,-87396000,None,None,11.88,0,0,-2.09,0,0,0,-0.12,-0.191,0,-56075000,-2.09,0,-1,-,-,699.0,5.91,438.04,-17.3,None,False
2086,DIN,-0.03449860495605338,0.09360718955319823,0.1318894333333333,1064785000,214305000,13.59,2.55,-19.3,1.99,0.0298,5.02,57.29,0.0892,0.194,0.0568,0,909402000,377619000,5.02,-0.372,-0.094,13.59,10.87,1.155,-,2.705,11.23,1.893,False
2087,DINO,-0.24949953377936415,0.09360718955319823,0.23920644499999985,8785209000,4498836000,3.136,0.146,46.9,1.2,0.0372,14.28,188.6,0.0765,0.105,0.161,0.373,38204838000,5137521000,14.28,1.609,0.598,3.136,5.67,0.295,1.085,0.346,3.132,1.377,False
2088,DIOD,0.20046812611868378,0.09360718955319823,0.14187022784810124,3862276000,532818000,11.63,0.88,33.29,0,0,7.3,44.13,0.166,0.203,0.113,0.235,2000580000,827237000,7.3,0.401,0.033,11.63,11.26,1.879,2.807,1.929,7.08,1.486,True
2089,DIS,0.14778097982708926,0.09360718955319823,0.17199263500000003,182367863000,11899000000,54.65,0.756,52.66,0,0,1.82,46.29,0.0393,0.0794,0.0207,0.035,84414996000,28321000000,1.82,0.159,0.078,54.65,22.73,1.995,1.807,2.559,17.64,1.3,True
2090,DISA,0.040040040040040074,0.09360718955319823,,357156000,None,61.12,None,-0.348,0,0,0.17,0,0,0,0,0,0,0,0.17,-0.73,0,61.12,-,-,1.304,-,-132.96,None,False
2091,DISAU,0.003988035892323123,0.09360718955319823,,551375000,None,27.44,None,-0.348,0,0,0.367,0,0,0,0,0,0,0,0.367,-0.73,0,27.44,-,-,-,-,-,None,False
2092,DISAW,1.7306197586418492,0.09360718955319823,,551375000,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
2093,DISH,-0.38869257950530034,0.09360718955319823,0.14861643000000005,4955648000,2762739000,2.522,1.302,33.78,0,0,3.7,31.46,0.138,0.123,0.0254,0.138,16679407000,5308332000,3.7,0.697,-0.091,2.522,11.71,0.489,0.46,1.689,8.97,1.837,False
2094,DIST,,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2095,DISTR,,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2096,DISTU,,0.09360718955319823,0.14406,None,None,None,None,0.011,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2097,DISTW,,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2098,DJCO,0.04788104089219329,0.09360718955319823,0.05337136792452826,388322000,3260000,None,0,142.95,0,0,-47.84,39.58,-1.185,0.0533,0.0047,-0.282,54574000,14061000,-47.84,1.599,0.048,-,-,8.08,1.607,1.846,-2.09,0.841,False
2099,DK,-0.29223541175042683,0.09360718955319823,0.19278288500000007,1507356000,715700000,6.27,-2.33,14.1,0.41,0.0383,3.59,286,0.0127,0.0212,0.0357,0.279,20245801000,1188400000,3.59,-0.372,0.441,6.27,15.22,0.0974,1.562,0.189,4.184,1.432,False
2100,DKDCA,0.026794258373205853,0.09360718955319823,-0.025202,66191000,None,357.67,None,-0.565,0,0,0.03,0,0,0,0,0,0,0,0.03,-0.858,0,357.67,-,-,1.399,-,-,None,False
2101,DKDCU,0.023010546500479408,0.09360718955319823,,None,None,None,None,-0.565,0,0,None,0,0,0,0,0,0,0,0,-0.858,0,-,-,-,-,-,-,None,False
2102,DKDCW,-0.21203438395415475,0.09360718955319823,,None,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2103,DKL,-0.08648662027984272,0.09360718955319823,0.16708207812499992,2117870000,279881000,13.28,0.77,-2.541,3.975,0.086,3.66,23.83,0.153,0.202,0.1,0,1036407000,309606000,3.66,0.023,0.417,13.28,10.33,2.023,-,3.506,11.61,2.168,False
2104,DKNG,0.6363636363636362,0.09360718955319823,0.2087402449999999,8461999000,-1325188992,None,None,2.936,0,0,-3.11,5.13,-0.615,-0.667,-0.23,-0.918,2240461000,756188000,-3.11,0,0.807,-,-,3.05,4.366,3.344,-4.157,1.798,True
2105,DKS,0.4152007431074807,0.09360718955319823,0.20006799500000014,12148354000,1827019000,13.66,58.87,30.74,1.95,0.0167,10.77,159.24,0.0843,0.121,0.103,0.451,12368198000,4284558000,10.77,-0.178,0.073,13.66,10.3,0.833,4.105,1.028,6.38,1.44,True
2106,DLB,0.28939101454572835,0.09360718955319823,0.19480966666666674,8135317000,304725000,45.68,2.075,23.81,1.04,0.0126,1.86,12.54,0.148,0.178,0.0471,0.0743,1237081000,1112433000,1.86,0.065,-0.048,45.68,20.53,5.44,3.126,4.995,19.62,1.005,True
2107,DLCAU,0.019123674484647663,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2108,DLHC,-0.19026217228464415,0.09360718955319823,0.09641746376811594,150364000,34062000,8.89,1.126,7.31,0,0,1.23,24.3,0.0541,0.0825,0.0585,0.195,315110000,72287000,1.23,-0.8,-0.524,8.89,17.45,0.423,1.772,0.511,5.01,1.438,False
2109,DLNG,-0.09872611464968155,0.09360718955319823,0.10655898630136991,100470000,77143000,2.374,17.02,8.07,0,0.149,1.15,3.574,0.41,0.344,0.0296,0.134,131657000,86133000,1.15,1.177,-0.017,2.374,-,0.703,0.264,4.359,5.24,1.571,False
2110,DLNG-P-A,0.04468700124085618,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2111,DLNG-P-B,0.031136164419380306,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2112,DLO,-0.11355311355311346,0.09360718955319823,,4684910000,124339000,42.35,None,1.276,0,0,0.4,1.276,0.3,0.323,0.113,0.357,376754000,130443000,0.4,0.667,0.63,42.35,22.17,11.32,10.21,9.43,24.46,None,False
2113,DLPN,-0.3709574241239605,0.09360718955319823,0.08730716666666666,18079000,-1335897,None,None,2.898,0,0,-0.54,4.464,-0.105,-0.0766,-0.0347,-0.159,39874200,32143400,-0.54,-0.702,0.053,-,-,0.538,0.751,0.771,-19.16,2.477,False
2114,DLR,-0.022092023510070634,0.09360718955319823,0.16894450537634406,28926366000,2223270000,83.13,1.95,57.88,4.88,0.0523,1.11,16.34,0.0807,0.139,0.0104,0.0199,4678337000,2660775000,1.11,0.719,0.159,83.13,62.11,6.79,1.842,10.45,14.33,0.542,False
2115,DLR-P-J,0.16025958689903205,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
2116,DLR-P-K,0.13644559648130047,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
2117,DLR-P-L,0.17632969581883037,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
2118,DLTH,-0.22433927473878307,0.09360718955319823,0.1276143432835821,211920000,35757000,90.57,1.37,6.89,0,0,0.07,19.93,0.0035,0.0095,0.0075,0.01,653307000,343435000,0.07,-0.564,-0.107,90.57,12.74,0.295,0.929,0.602,8.12,1.143,False
2119,DLTR,-0.038675103305785184,0.09360718955319823,0.10926719999999995,32938637000,3044100000,20.26,1.064,39.56,0,0,7.35,126.93,0.057,0.0803,0.0636,0.196,28331700000,8935400000,7.35,0.018,0.09,20.26,19.01,1.159,3.916,1.528,14.31,0.682,False
2120,DLX,-0.13979551499971193,0.09360718955319823,0.08484827777777777,677979000,327632000,10.42,1.84,13.98,1.2,0.075,1.5,52.02,0.0292,0.0956,0.0435,0.111,2238010000,1206501000,1.5,0.376,-0.012,10.42,6.14,0.341,1.234,1.084,6.94,1.558,False
2121,DLY,0.10909127154333247,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2122,DM,0.013698630136986415,0.09360718955319823,0.04870543269230769,731678000,-161720992,None,None,1.659,0,0,-2.42,0.664,0,-1.016,-0.124,-0.834,209023000,20988000,-2.42,0,0.068,-,-,2.291,0.665,2.223,-1.056,0.536,False
2123,DMA,-0.029297732163249764,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2124,DMAC,0.32520325203252026,0.09360718955319823,0.08015764705882356,42337100,-13249000,None,None,1.327,0,0,-0.53,0,0,0,-0.194,-0.321,0,0,-0.53,0,0,-,-,-,1.078,-,-0.165,1.697,True
2125,DMAQ,0.052527254707631255,0.09360718955319823,,48994400,None,212.4,None,-1.247,0,0,0.05,0,0,0,-0.004,0,0,0,0.05,0,0,212.4,-,-,1.353,-,-129.21,None,False
2126,DMAQR,1.391304347826087,0.09360718955319823,0.1761952857142857,None,None,None,None,-1.247,0,0,-0.029,0,0,0,0,0,0,0,-0.029,0,0,-,-,-,-,-,-,None,True
2127,DMLP,0.0959415055106544,0.09360718955319823,0.15077904,1138866000,149690000,8.83,0,4.452,3.742,0.123,3.36,4.365,0.768,0.795,0.505,0.832,164218000,157911000,3.36,0.104,0.213,8.83,-,6.69,5.6,6.19,7.97,1.171,True
2128,DMRC,-0.007980049875311727,0.09360718955319823,0.1414408055555556,409069000,-45281000,None,-0.69,4.861,0,0,-3.24,1.578,-1.98,-1.929,-0.407,-0.782,30197000,19762000,-3.24,0,0.013,-,-,13.7,4.269,12.62,-7.9,1.486,False
2129,DMS,-0.46574074074074073,0.09360718955319823,0.1542070869565218,31541800,12148000,None,None,-0.873,0,0,-0.77,11.0,-0.0496,-0.0232,-0.0244,0,409026000,79905000,-0.77,-0.053,-0.161,-,19.01,0.129,1.329,0.623,8.48,0.623,False
2130,DMS-WS,-0.8421052631578947,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2131,DMTK,0.8349056603773585,0.09360718955319823,0.034049758620689666,113573000,-116531000,None,None,4.368,0,0,-3.97,0.483,0,-8.14,-0.328,-0.645,14518000,647000,-3.97,0,-0.054,-,-,4.361,0.435,0.11,0.518,2.577,True
2132,DMYS,0.03535353535353532,0.09360718955319823,,316928000,None,10.15,None,-0.159,0,0,1.01,0,0,0,-0.01,0,0,0,1.01,0,0,10.15,-,-,-,-,-,None,False
2133,DMYS-U,0.016656716417910337,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2134,DMYS-WS,-0.623574155057423,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2135,DNA,-0.45652173913043476,0.09360718955319823,0.14785619000000008,2590725000,-2162029056,None,None,0.918,0,0,-1.35,0.285,0,-4.619,-0.598,-1.275,477706000,273490000,-1.35,0,-0.338,-,-,5.99,2.461,4.334,-0.63,None,False
2136,DNA-WS,-0.5660754434174369,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2137,DNAB,0.028140703517588055,0.09360718955319823,0.1709275,325916000,None,None,None,-0.228,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2138,DNAD,0.030730478589420625,0.09360718955319823,0.1709275,325916000,None,113.56,None,-0.228,0,0,0.09,0,0,0,0,0,0,0,0.09,0,0,113.56,-,-,-,-,-,None,False
2139,DNB,-0.12080537386573544,0.09360718955319823,0.21738366666666667,4969705000,675800000,None,2.86,8.03,0.1,0.017,-0.01,5.18,-0.001,0.0958,0.0137,0.0011,2224600000,1503200000,-0.01,-0.519,-0.006,-,10.94,2.613,1.601,4.078,12.18,0.97,False
2140,DNLI,-0.11847988077496273,0.09360718955319823,0.09989631818181818,3194165000,-330360992,None,None,7.67,0,0,-2.6,0.864,0,-3.142,-0.149,-0.325,108463000,-250269000,-2.6,0,-0.178,-,-,35.62,4.747,25.36,-9.23,1.383,False
2141,DNMR,0.7301587301587302,0.09360718955319823,0.13080878947368418,396539000,-103489000,None,None,3.709,0,0,-2.08,0.526,0,-2.329,-0.0999,-0.409,53218000,2801000,-2.08,0,-0.136,-,-,3.39,0.518,7.49,-3.661,1.415,True
2142,DNOW,-0.10482529118136438,0.09360718955319823,0.20302342045454538,1155124000,170000000,9.18,0,7.63,0,0,1.14,19.3,0.0599,0.0707,0.0779,0.166,2136000000,506000000,1.14,1.603,0.266,9.18,35.97,0.65,1.727,0.566,8.48,1.608,False
2143,DNUT,0.10143775445384284,0.09360718955319823,0.13768707500000005,2629179000,136060000,None,None,7.12,0.14,0.009,-0.1,9.13,-0.0102,0.0202,0.0061,-0.0067,1529898000,419384000,-0.1,0,0.092,-,-,1.489,2.036,2.397,24.4,0.648,True
2144,DO,0.287991498405951,0.09360718955319823,0.13860413043478265,1227998000,35138000,None,None,6.71,0,0,-1.01,7.21,-0.142,-0.0943,-0.0279,-0.143,724744000,162462000,-1.01,0,0.128,-,-,1.264,-,-,-,None,True
2145,DOC,0.06629496338398412,0.09360718955319823,0.146832725,3660183000,318249000,31.39,7.13,12.31,0.92,0.0629,0.46,2.321,0.199,0.237,0.0152,0.0367,525845000,354745000,0.46,-0.602,0.142,31.39,24.39,7.03,1.203,10.54,14.0,0.775,False
2146,DOCN,0.4470632248410026,0.09360718955319823,0.11195095499999999,3818505000,73949000,None,1.871,0.528,0,0,-0.23,5.72,-0.0421,-0.0171,-0.0032,-0.0772,576322000,364395000,-0.23,0,0.362,-,25.06,5.09,93.63,6.52,42.42,1.154,True
2147,DOCS,0.3187499999999999,0.09360718955319823,0.15861165499999996,6300312000,124954000,57.55,None,4.813,0,0,0.55,2.087,0.296,0.3,0.0754,0.134,401739000,303761000,0.55,-0.385,0.178,57.55,61.35,17.42,7.8,15.93,48.92,None,True
2148,DOCU,0.4311557788944725,0.09360718955319823,0.15343149999999992,11544083000,7949000,None,1.536,3.057,0,0,-0.51,12.52,-0.0387,-0.0233,-0.0132,-0.218,2515915000,1983101000,-0.51,0,0.136,-,27.03,4.913,21.1,3.999,-316.26,0.997,True
2149,DOGZ,-0.11915248184739909,0.09360718955319823,0.04684817391304348,29063000,3860300,7.4,None,2.245,0,0,0.1,0.804,0.119,0.0148,0.0026,0.0393,27095200,10139100,0.1,1.786,-0.261,7.4,6.84,1.616,0.463,1.192,7.56,0.842,False
2150,DOLE,0.4152227847153075,0.09360718955319823,0.10147114814814812,1123607000,279012000,12.6,None,12.23,0.32,0.0263,0.94,97.26,0.0094,0.016,0.02,0.0871,9228853000,594709000,0.94,-0.173,0.047,12.6,8.08,0.105,0.888,0.267,12.04,None,True
2151,DOMA,-0.19559109574238173,0.09360718955319823,,134533000,-204935008,None,None,0.248,0,0,-0.88,1.35,-0.687,-0.476,-0.253,-1.397,440181000,143704000,-0.88,0,-0.3,-,-,0.277,0.694,0.156,-0.368,1.503,False
2152,DOMH,-0.2737068965517241,0.09360718955319823,0.2124282666666667,18939400,None,None,None,15.92,0,0,-4.85,0,0,0,-0.091,-0.18,0,0,-4.85,0,0,-,-,-,-,-,-,0.969,False
2153,DOMO,0.11787072243345999,0.09360718955319823,0.12850730188679244,534687000,-89293000,None,None,-4.202,0,0,-3.35,9.05,-0.342,-0.29,-0.23,0,308645000,235567000,-3.35,0,0.138,-,-,1.85,-,2.117,-6.52,2.175,True
2154,DOOO,0.1235599138154418,0.09360718955319823,0.0899510111731844,6160275000,1614500000,9.95,None,6.78,0.64,0.0067,7.86,126.39,0.0861,0.135,0.148,0.425,10033400000,2140100000,7.86,0.812,0.31,9.95,7.63,0.653,50.73,0.875,5.89,2.526,True
2155,DOOR,0.274924034148459,0.09360718955319823,0.14880090163934423,2025329000,420313000,9.38,0.4,33.05,0,0,9.72,128.33,0.0741,0.115,0.0923,0.303,2891687000,673895000,9.72,0.649,0.063,9.38,7.88,0.593,2.391,0.853,6.89,1.754,True
2156,DORM,0.039999999999999925,0.09360718955319823,0.09888797101449277,2624458000,215725000,21.24,1.37,33.17,0,0,3.93,55.16,0.0701,0.0987,0.0533,0.123,1733749000,564450000,3.93,-0.48,0.259,21.24,16.72,1.597,2.661,1.837,13.32,0.581,False
2157,DOUG,-0.10094015871881143,0.09360718955319823,0.0782475684931507,267715000,3471000,None,None,3.325,0.2,0.0643,-0.07,14.84,-0.0049,-0.0039,-0.005,-0.0232,1153177000,1153177000,-0.07,-0.751,-0.38,-,-,0.25,1.153,0.227,6.49,None,False
2158,DOV,0.12192478065978891,0.09360718955319823,0.16985345901639343,19895005000,1724475000,19.18,1.181,30.68,2.01,0.0134,7.42,59.63,0.125,0.167,0.0832,0.251,8508088000,3070411000,7.42,-0.252,0.075,19.18,15.2,2.363,4.828,2.703,12.3,1.339,True
2159,DOW,0.16790205582473172,0.09360718955319823,0.14414502499999995,38359691000,8738000000,8.63,0,29.39,2.8,0.0511,6.28,78.92,0.0805,0.106,0.0613,0.232,56902001000,8564000000,6.28,-0.632,-0.174,8.63,12.44,0.587,1.995,0.82,4.525,1.331,True
2160,DOX,0.18551540063202665,0.09360718955319823,0.18040837000000007,11577654000,913991000,21.62,1.156,29.42,1.58,0.018,4.44,38.23,0.117,0.146,0.0652,0.152,4657785000,1619150000,4.44,0.001,0.073,21.62,15.04,2.343,3.059,2.353,11.97,0.657,True
2161,DOYU,0.23865456486919373,0.09360718955319823,0.006084809999999996,357170000,-110147360,None,None,20.52,0,0,-0.03,22.23,-0.0106,-0.028,-0.0153,-0.0141,7108238000,990110000,-0.03,11.48,-0.278,-,34.13,0.0483,0.439,0.0041,1.628,1.046,True
2162,DPCS,0.025565388397246782,0.09360718955319823,,299862000,None,None,None,-0.404,0,0,-0.08,0,0,0,0,0,0,0,-0.08,0,0,-,-,-,-,-,-,None,False
2163,DPCSU,0.0496809571286142,0.09360718955319823,,None,None,None,None,-0.404,0,0,-0.08,0,0,0,0,0,0,0,-0.08,0,0,-,-,-,-,-,-,None,False
2164,DPCSW,-0.7166666666666667,0.09360718955319823,,None,None,None,None,0.003,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2165,DPRO,0.8615384615384615,0.09360718955319823,0.18850535652173922,42331900,-24431480,None,None,0.322,0,0,-0.61,0.227,0,-3.279,-0.549,-1.203,7605100,2767200,-0.61,0,-0.196,-,-,4.179,1.666,3.028,-2.974,2.001,True
2166,DPZ,-0.02151364671691378,0.09360718955319823,0.17378517999999998,11647695000,823976000,26.22,2.55,-118.27,4.4,0.0146,12.54,127.0,0.0997,0.17,0.295,0,4537158000,1163276000,12.54,0.043,0.036,26.22,28.01,2.816,-,4.034,21.15,0.76,False
2167,DQ,-0.12741686001546784,0.09360718955319823,0.20049764999999994,3414575000,3148942000,1.905,0.174,310.53,0,0,23.91,60.74,0.404,0.66,0.347,0.541,4608349000,3407921000,23.91,11.72,1.185,1.905,2.228,0.826,0.808,0.827,1.293,0.516,False
2168,DRCT,0.1548860563924296,0.09360718955319823,,9725800,8615800,15.74,None,1.166,0,0,0.19,5.21,0.0332,0.0756,0.0897,1.708,88040000,28002700,0.19,-0.996,1.281,15.74,4.655,0.124,1.852,0.376,4.539,None,True
2169,DRCTW,2.0710172744721693,0.09360718955319823,,None,None,0.285,None,60.48,0,0,2.81,931.86,0.003,0.103,0,0,31837900,0,2.81,0,0,0.285,-,-,-,-,-,None,True
2170,DRD,0.6876545743319676,0.09360718955319823,0.17794339999999995,841757000,1489015000,13.58,0,65.42,6,0.0346,0.72,61.46,0.221,0.232,0.111,0.219,5274300000,1383215000,0.72,0.08,0.062,13.58,10.95,0.119,1.892,0.0847,0.241,1.223,True
2171,DRH,-0.01898625505393778,0.09360718955319823,0.10319328571428572,1722693000,271057000,17.21,-2.54,7.59,0.06,0.0148,0.47,4.715,0.109,0.163,0.0331,0.0704,1001503000,304216000,0.47,-0.619,0.343,17.21,16.67,1.969,1.18,3.254,13.25,1.653,False
2172,DRH-P-A,0.10749771583646443,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
2173,DRI,0.10519705746472634,0.09360718955319823,0.17582629500000008,18631817000,1520600000,20.01,2.236,16.84,4.73,0.0312,7.65,84.07,0.0919,0.112,0.0713,0.439,10321700000,1995000000,7.65,0.216,0.138,20.01,18.59,1.79,8.54,2.24,14.61,1.226,True
2174,DRIO,0.013157894736842176,0.09360718955319823,0.12183904651162787,99607000,-52093000,None,0,3.11,0,0,-2.66,1.17,-2.249,-2.054,-0.323,-0.751,27656000,14012000,-2.66,0,0.13,-,-,3.424,1.126,2.539,-1.022,1.348,False
2175,DRMA,-0.8660602678571429,0.09360718955319823,0.030625619047619047,1026200,-7856542,None,None,7.82,0,0,-14.06,0,0,0,-0.651,-1.192,0,0,-14.06,0,0,-,-,-,0.303,-,-0.192,None,False
2176,DRMAW,-0.15280135823429544,0.09360718955319823,,None,-4085968,None,None,0.369,None,0,-2.156,0,0,0,0,0,0,0,-2.156,0,0,-,-,-,-,-,-,None,False
2177,DRQ,0.1606490872210954,0.09360718955319823,0.1318289166666667,977658000,19524000,2861.0,-17.65,25.61,0,0,0.01,10.57,0.0012,-0.0271,-0.0062,0.0005,362070000,96135000,0.01,0,0.243,2861.0,243.9,2.432,0.899,1.36,-13.24,1.091,True
2178,DRRX,-0.1477842390214558,0.09360718955319823,0.10204493103448274,104061000,-34963000,None,-0.46,1.097,0,0,-1.63,0.847,-1.832,-1.819,-0.288,-0.854,19283000,16480000,-1.63,0,-0.546,-,-,3.957,2.38,2.347,-1.865,1.459,False
2179,DRS,,0.09360718955319823,0.21717014285714287,3521622000,275000000,6.62,None,8.17,0,0,1.97,12.53,0.15,0.078,0.0389,0.218,2693000000,575000000,1.97,0.995,0,6.62,-,0.641,1.117,0.801,3.498,None,False
2180,DRTS,-0.28500000000000003,0.09360718955319823,0.017324659574468097,197724000,-31157000,None,None,1.529,0,0,-0.51,0,0,0,-0.247,-0.471,0,0,-0.51,0,0,-,-,-,2.258,-,-4.79,1.075,False
2181,DRTSW,0.03703703703703707,0.09360718955319823,,None,None,None,None,None,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2182,DRTT,0.5130303030303031,0.09360718955319823,0.07255202127659575,48001200,-39407000,None,None,0.184,0,0,-0.66,1.964,-0.319,-0.265,-0.166,-1.282,172161000,28160000,-0.66,-0.889,-0.012,-,37.31,0.214,1.597,0.73,-2.825,1.388,True
2183,DRUG,-0.5212765957446808,0.09360718955319823,0.12067244642857143,8486400,None,None,None,0.586,0,0,-0.65,0,0,0,-0.569,-0.961,0,0,-0.65,0,0,-,-,-,2.714,-,-0.714,1.206,False
2184,DRVN,0.012374581939799364,0.09360718955319823,0.2151185541401273,5068409000,493169000,116.42,None,9.87,0,0,0.26,12.49,0.0212,0.17,0.035,0.0262,2033194000,879525000,0.26,0.158,0.377,116.42,21.1,2.414,3.004,4.356,35.61,0.793,False
2185,DSAQ,0.02549019607843153,0.09360718955319823,,300725000,None,48.43,None,-0.315,0,0,0.216,0,0,0,0,0,0,0,0.216,0,0,48.43,-,-,-,-,-,None,False
2186,DSAQ-U,0.02312623274161724,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2187,DSEY,0.5339622641509436,0.09360718955319823,0.15003996226415092,2638811000,268800000,None,None,2.075,0,0,-0.53,8.64,-0.0612,0.0319,0.0129,-0.232,2765900000,961900000,-0.53,0,0.043,-,12.64,0.542,2.464,1.27,18.43,2.007,True
2188,DSGN,-0.6044034090909091,0.09360718955319823,0.06363659259259259,311604000,-67187000,None,None,5.86,0,0,-1.13,0.001,0,0,-0.116,-0.178,33000,-48613000,-1.13,0,0,-,-,22642.01,1.289,11004.35,-1.68,1.263,False
2189,DSGR,0.1462175888799788,0.09360718955319823,0.24709960499999997,905694000,103694000,91.23,3.19,29.0,0,0,0.47,67.15,0.0064,0.0522,0.044,0.0203,1151422000,393765000,0.47,6.03,1.545,91.23,23.64,0.628,1.304,1.353,20.59,1.029,True
2190,DSGX,0.22001205545509334,0.09360718955319823,0.149626587837838,6938032000,201277000,69.32,3.33,12.96,0,0,1.17,5.73,0.21,0.28,0.0679,0.0974,486014000,372688000,1.17,0.545,0.114,69.32,48.08,12.5,5.53,11.82,29.33,0.88,True
2191,DSKE,0.33453887884267625,0.09360718955319823,0.21256660714285708,346994000,185800000,10.68,-2.24,1.341,0,0,0.72,29.33,0.0283,0.0524,0.0509,0.272,1773300000,513300000,0.72,1.901,0.035,10.68,-,0.154,1.673,0.513,4.518,1.881,True
2192,DSP,-0.022779043280182154,0.09360718955319823,0.06509870000000002,263610000,-36129000,None,None,4.046,0,0,-0.84,13.9,-0.0604,-0.25,-0.0803,-0.175,197168000,80443000,-0.84,-0.991,-0.341,-,75.76,0.92,0.81,2.434,11.08,0.215,False
2193,DSWL,-0.1538915094339612,0.09360718955319823,-0.023675,41829900,5726000,12.5,0,5.56,0.2,0.0755,0.21,5.69,0.0372,0.0443,0.0219,0.0381,90636000,13952000,0.21,-0.412,0.117,12.5,-,0.547,0.557,0.115,1.823,0.415,False
2194,DSX,-0.03200173972133775,0.09360718955319823,0.0501927251461988,409740000,175590000,2.79,-0.83,5.14,0.85,0.218,1.38,3.622,0.411,0.476,0.0852,0.27,289972000,210997000,1.38,-0.439,0.1,2.79,15.41,1.151,0.712,2.286,4.106,1.187,False
2195,DSX-P-B,0.05875917623762301,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
2196,DT,0.23615587459712847,0.09360718955319823,0.13401453888888887,11741292000,129834000,369.27,1.864,5.08,0,0,0.11,3.825,0.0261,0.083,0.0236,0.0209,1096640000,772082000,0.11,0,0.235,369.27,42.92,10.89,8.38,11.03,87.53,1.116,True
